0,7415,企業

0,8780,葳訊企
0,21573,企業

0,22681,企業

1,1697,科技

1,3582,台郡科
1,8780,台郡科
1,13972,科技

1,14396,台郡科
1,16424,科技

1,19588,科技

1,23025,台郡科
2,1697,科技

2,8780,安富科
2,13972,科技

2,15805,安富科
2,16424,科技

2,19588,科技

3,208,光寶科
3,574,光寶科
3,633,光寶科
3,1300,光寶科
3,1558,光寶科
3,1697,科技

3,4101,光寶科
3,4137,光寶科
3,4661,光寶科
3,4947,光寶科
3,7918,光寶科
3,8455,光寶科
3,8780,光寶科
3,9374,光寶科
3,11527,光寶科
3,11747,光寶科
3,12620,光寶科
3,13972,科技

3,16424,科技

3,18570,光寶科
3,19588,科技

3,21051,光寶科
3,22845,光寶科
3,23224,光寶科
3,23976,光寶科
3,24322,光寶科
3,24873,光寶科
3,25443,光寶科
4,8780,健策精
4,8913,健策精
4,13852,健策精
5,1697,科技

5,3109,旭耀科
5,8780,旭耀科
5,13972,科技

5,16424,科技

5,19588,科技

6,6063,佐臻

6,18190,佐臻

7,1697,科技

7,8780,沅聖科
7,13972,科技

7,16424,科技

7,19588,科技

8,7415,企業

8,8780,日能企
8,21573,企業

8,22681,企業

9,439,世界先
9,675,世界先
9,1924,世界先
9,2521,世界先
9,7592,世界先
9,8780,世界先
9,9710,世界先
9,12377,世界先
9,14681,世界先
9,15237,世界先
9,15684,世界先
9,17441,世界先
9,21240,世界先
9,21616,世界先
9,22076,世界先
9,22679,世界先
10,1697,科技

10,8780,新聿科
10,13972,科技

10,16424,科技

10,19588,科技

11,1697,科技

11,8780,搏盟科
11,13972,科技

11,16424,科技

11,19588,科技

12,1697,科技

12,7982,華騰國
12,8780,華騰國
12,13972,科技

12,16424,科技

12,19588,科技

13,8780,越世實
14,7415,企業

14,8780,弓銓企
14,21573,企業

14,22681,企業

15,1697,科技

15,8780,擎昊科
15,13972,科技

15,16424,科技

15,19588,科技

16,1697,科技

16,8780,潘朵拉
16,13972,科技

16,16424,科技

16,19588,科技

17,1450,仁寶電
17,2350,仁寶電
17,2939,仁寶電
17,3113,仁寶電
17,4434,仁寶電
17,6023,仁寶電
17,6822,仁寶電
17,7010,仁寶電
17,7233,仁寶電
17,7562,仁寶電
17,7563,仁寶電
17,8342,仁寶電
17,8440,仁寶電
17,8780,仁寶電
17,8809,仁寶電
17,8890,仁寶電
17,8907,仁寶電
17,9599,仁寶電
17,11019,仁寶電
17,11132,仁寶電
17,11775,仁寶電
17,12308,仁寶電
17,12548,仁寶電
17,12653,仁寶電
17,13103,仁寶電
17,15179,仁寶電
17,17973,仁寶電
17,17997,仁寶電
17,18248,仁寶電
17,18512,仁寶電
17,19699,仁寶電
17,19945,仁寶電
17,20166,仁寶電
17,20383,仁寶電
17,20489,仁寶電
17,20517,仁寶電
17,20734,仁寶電
17,21265,仁寶電
17,21572,仁寶電
17,21918,仁寶電
17,23507,仁寶電
17,24061,仁寶電
17,24150,仁寶電
17,24542,仁寶電
17,24596,仁寶電
17,25061,仁寶電
17,25429,仁寶電
18,8780,寶璣系
19,1697,科技

19,8780,波若威
19,11359,波若威
19,13972,科技

19,16424,科技

19,19588,科技

20,8780,育台通
21,8780,傑報人
22,571,歐普羅
22,1697,科技

22,8780,歐普羅
22,13972,科技

22,16424,科技

22,19588,科技

22,22762,歐普羅
24,1697,科技

24,8780,合正科
24,10653,合正科
24,13972,科技

24,16424,科技

24,19588,科技

25,6529,力勝企
25,7415,企業

25,8780,力勝企
25,21573,企業

25,22681,企業

26,8780,休斯微
27,428,Ben
27,1697,科技

27,8780,Ben
27,9693,net
27,13972,科技

27,16424,科技

27,19068,Int
27,19588,科技

27,22287,Gro
27,23295,Int
28,6223,友通資
28,6343,友通資
28,8780,友通資
28,12941,友通資
29,8780,米果數
29,18008,行銷

30,8780,金鼎通
31,8780,成易精
32,1697,科技

32,6216,群光電
32,7822,群
32,8780,群光電
32,13972,科技

32,16424,科技

32,17144,群光電
32,18131,群光電
32,18132,群光電
32,19588,科技

32,25827,群光電
33,1697,科技

33,5108,怡群科
33,7822,群
33,8780,怡群科
33,13972,科技

33,16424,科技

33,19588,科技

34,7415,企業

34,8780,長豐企
34,21573,企業

34,22681,企業

35,1697,科技

35,8780,互動網
35,13972,科技

35,16424,科技

35,19588,科技

36,1697,科技

36,8780,龍捲風
36,13972,科技

36,16424,科技

36,19588,科技

37,1697,科技

37,8780,柯萊特
37,13972,科技

37,16424,科技

37,19588,科技

38,1697,科技

38,8780,鈴達科
38,13972,科技

38,16424,科技

38,19588,科技

39,8780,東莞建
40,1551,聯華電
40,2519,聯華電
40,3309,聯華電
40,3768,聯華電
40,3770,聯華電
40,8780,聯電_
40,9291,聯華電
40,10687,聯華電
40,11564,聯華電
40,11754,聯華電
40,14115,聯華電
40,17334,聯華電
40,17629,聯華電
40,19292,聯華電
40,19565,聯華電
40,20083,聯華電
40,20711,聯華電
40,22754,聯華電
40,23107,聯華電
40,24547,聯華電
40,25077,聯華電
40,25911,聯華電
40,25912,聯華電
41,8780,敏泰資
42,8153,威騰新
42,8780,威騰新
43,1697,科技

43,8780,鴻昌電
43,13972,科技

43,16424,科技

43,19588,科技

44,1697,科技

44,8780,德易力
44,13972,科技

44,16424,科技

44,19588,科技

45,35,旺宏電
45,3206,旺宏電
45,6932,旺宏電
45,7174,旺宏電
45,8167,旺宏電
45,8780,旺宏電
45,9856,旺宏電
45,9940,旺宏電
45,10580,旺宏電
45,11152,旺宏電
45,12248,旺宏電
45,17960,旺宏電
45,19089,旺宏電
45,20614,旺宏電
45,21239,旺宏電
45,21703,旺宏電
45,24854,旺宏電
45,25031,旺宏電
45,25448,旺宏電
45,25872,旺宏電
46,1697,科技

46,8780,Mac
46,10044,loc
46,13972,科技

46,16424,科技

46,19588,科技

47,5999,Foo
47,8780,Foo
48,1697,科技

48,8780,聚鼎科
48,13972,科技

48,16424,科技

48,19588,科技

49,1697,科技

49,8780,虹優科
49,13972,科技

49,16424,科技

49,19588,科技

50,8780,台灣羅
50,10927,羅德史
51,8780,聯歐通
51,9382,聯歐通
51,15113,聯歐通
52,1697,科技

52,8780,捷普集
52,13972,科技

52,16424,科技

52,19588,科技

53,8780,卓新工
54,2769,瀚揚資
54,8780,Yes
55,228,閎康科
55,1697,科技

55,8780,閎康科
55,13598,閎康科
55,13972,科技

55,15230,閎康科
55,15440,閎康科
55,16424,科技

55,19588,科技

56,1697,科技

56,8780,惠通科
56,13972,科技

56,16424,科技

56,19588,科技

57,1697,科技

57,8780,建漢科
57,13972,科技

57,16424,科技

57,16427,建漢科
57,16468,建漢科
57,19588,科技

57,24684,建漢科
59,1697,科技

59,8780,漢唐科
59,13972,科技

59,16424,科技

59,19588,科技

60,3624,東京威
60,6823,東京威
60,8780,東京威
60,18187,東京威
60,18728,東京威
61,3838,台灣航
61,8780,台灣航
61,17701,台灣航
61,19314,台灣航
62,7415,企業

62,7822,群
62,8780,枝群企
62,21573,企業

62,22681,企業

63,1697,科技

63,8780,昇詮科
63,13972,科技

63,16424,科技

63,19588,科技

64,8780,晶鈦國
64,24862,國際電
65,1697,科技

65,8780,金智洋
65,13972,科技

65,16424,科技

65,19588,科技

66,3173,薩摩亞
66,8780,薩摩亞
66,8924,薩摩亞
66,10038,薩摩亞
66,16859,薩摩亞
66,18467,薩摩亞
66,23131,薩摩亞
67,1697,科技

67,8780,Tom
67,13972,科技

67,16424,科技

67,19588,科技

68,1697,科技

68,8780,新揚科
68,13972,科技

68,16424,科技

68,19588,科技

69,11,香港商
69,54,香港商
69,55,香港商
69,971,香港商
69,1661,香港商
69,2306,香港商
69,2847,香港商
69,3103,香港商
69,3224,香港商
69,3293,香港商
69,3466,香港商
69,3816,香港商
69,4250,香港商
69,5469,香港商
69,7036,香港商
69,7653,香港商
69,7679,香港商
69,8150,香港商
69,8780,香港商
69,9795,香港商
69,10062,香港商
69,11759,香港商
69,11760,香港商
69,11941,香港商
69,13453,香港商
69,14208,香港商
69,14209,香港商
69,14350,香港商
69,14351,香港商
69,14578,香港商
69,15371,香港商
69,15376,香港商
69,15768,香港商
69,15811,香港商
69,15944,香港商
69,17295,香港商
69,19927,香港商
69,20532,香港商
69,20901,香港商
69,22277,香港商
69,22367,香港商
69,22415,香港商
69,24412,香港商
69,24502,香港商
69,24510,香港商
69,24569,香港商
69,24736,香港商
69,25058,香港商
69,25302,香港商
69,25420,香港商
70,1697,科技

70,8780,大陸商
70,13972,科技

70,16424,科技

70,19588,科技

71,8780,寶麗明
71,14558,寶麗明
71,22827,寶麗明
71,25288,寶麗明
72,7415,企業

72,8780,雲山鳴
72,21573,企業

72,22681,企業

73,8780,鈺立微
74,1697,科技

74,3081,善元科
74,8780,善元科
74,8968,善元科
74,13972,科技

74,16424,科技

74,19588,科技

75,8780,普鴻資
76,8780,大陸商
77,2504,廣穎電
77,3513,廣穎電
77,8780,廣穎電
77,13128,廣穎電
77,18148,廣穎電
77,18581,廣穎電
77,22822,廣穎電
77,24822,廣穎電
78,2418,光電

78,8780,瑩慶光
78,22437,光電

78,25976,瑩慶光
79,1697,科技

79,7822,群
79,8780,群登科
79,13972,科技

79,16424,科技

79,19588,科技

80,2128,新日興
80,8780,新日興
80,9863,新日興
80,18573,新日興
80,19642,新日興
80,20111,新日興
80,20296,新日興
80,23464,新日興
80,23583,新日興
80,24071,新日興
80,24397,新日興
80,24579,新日興
81,8780,應宏國
82,1697,科技

82,8780,恆智科
82,13972,科技

82,16424,科技

82,19588,科技

83,8780,泰立電
84,7451,雷音電
84,8780,雷音電
85,7822,群
85,8780,科群實
86,376,事務機
86,8780,詠盛益
87,1697,科技

87,8780,康翔科
87,13972,科技

87,16424,科技

87,19588,科技

88,1697,科技

88,8780,艾斯邁
88,13972,科技

88,16424,科技

88,19588,科技

89,8780,洪鈞電
90,8780,友齊電
91,1697,科技

91,8780,主向位
91,13972,科技

91,16424,科技

91,19588,科技

92,1697,科技

92,8780,點金手
92,13972,科技

92,16424,科技

92,19588,科技

93,1697,科技

93,8780,翌能科
93,13972,科技

93,16424,科技

93,19588,科技

94,8780,美商泰
95,8780,萊爾德
96,8780,華鼎電
97,1697,科技

97,8780,掌中乾
97,13972,科技

97,16424,科技

97,19588,科技

98,1697,科技

98,8780,僑威科
98,11500,僑威科
98,13972,科技

98,14806,僑威科
98,16424,科技

98,19588,科技

99,1697,科技

99,8780,精益科
99,13972,科技

99,15842,精益科
99,16424,科技

99,19588,科技

99,20325,精益科
100,1697,科技

100,8780,冠崴科
100,13972,科技

100,16424,科技

100,19588,科技

101,7415,企業

101,8780,高賢企
101,21573,企業

101,22681,企業

102,1697,科技

102,8780,楷豐科
102,13972,科技

102,16424,科技

102,19588,科技

103,2677,登騏企
103,2678,登騏企
103,7415,企業

103,8780,登騏企
103,21573,企業

103,22681,企業

104,1697,科技

104,6876,程智科
104,8780,程智科
104,13972,科技

104,16424,科技

104,19588,科技

104,20223,程智科
104,23739,程智科
105,1697,科技

105,8780,迎廣科
105,13972,科技

105,16424,科技

105,17811,迎廣科
105,19588,科技

105,20581,迎廣科
105,22761,迎廣科
105,22888,迎廣科
105,22893,迎廣科
106,451,台灣大
106,1749,台灣大
106,1962,台灣大
106,2271,台灣大
106,2447,台灣大
106,3526,台灣大
106,3726,台灣大
106,3765,台灣大
106,4701,台灣大
106,5140,台灣大
106,7173,台灣大
106,7415,企業

106,7578,台灣大
106,7725,台灣大
106,8073,台灣大
106,8083,台灣大
106,8403,台灣大
106,8780,台灣大
106,9610,台灣大
106,9633,台灣大
106,9882,台灣大
106,10050,台灣大
106,10051,台灣大
106,10350,台灣大
106,10460,台灣大
106,11209,台灣大
106,11528,台灣大
106,12507,台灣大
106,12570,台灣大
106,12716,台灣大
106,12836,台灣大
106,12837,台灣大
106,13459,台灣大
106,14142,台灣大
106,14373,台灣大
106,14621,台灣大
106,15207,台灣大
106,15880,台灣大
106,17703,台灣大
106,17745,台灣大
106,18037,台灣大
106,18099,台灣大
106,18441,台灣大
106,18994,台灣大
106,19116,台灣大
106,19221,台灣大
106,19475,台灣大
106,20003,台灣大
106,20828,台灣大
106,20967,台灣大
106,21171,台灣大
106,21226,台灣大
106,21389,台灣大
106,21573,企業

106,21745,台灣大
106,22681,企業

106,22917,台灣大
106,23112,台灣大
106,23627,台灣大
106,24014,台灣大
106,24287,台灣大
106,24369,台灣大
106,24534,台灣大
106,25942,台灣大
107,1697,科技

107,8780,劼皇科
107,13972,科技

107,16424,科技

107,19588,科技

108,964,奧爾數
108,8292,奧爾數
108,8780,奧爾數
108,12008,奧爾數
108,15537,奧爾數
109,8780,英商鼎
110,1697,科技

110,8780,偉台旺
110,13972,科技

110,16424,科技

110,19588,科技

111,8780,鴻翊國
112,8780,佶特國
113,1697,科技

113,7293,品安科
113,8780,品安科
113,9621,品安科
113,13972,科技

113,15312,品安科
113,16424,科技

113,19588,科技

114,1697,科技

114,8780,翰廷精
114,13972,科技

114,16424,科技

114,19588,科技

115,8780,聯合百
116,8780,友誠通
117,1697,科技

117,5857,銘異科
117,8780,銘異科
117,12229,銘異科
117,13972,科技

117,16424,科技

117,19588,科技

118,8780,順立智
119,1697,科技

119,8359,昇達科
119,8780,昇達科
119,13972,科技

119,16424,科技

119,19588,科技

120,1697,科技

120,3225,三緯國
120,6934,三緯國
120,8780,三緯國
120,10416,三緯國
120,13280,三緯國
120,13972,科技

120,13973,三緯國
120,16424,科技

120,19588,科技

121,8780,博宇電
122,1176,搜博科
122,1697,科技

122,4856,搜博科
122,8780,搜博科
122,13972,科技

122,16424,科技

122,19588,科技

124,3133,致茂電
124,7602,致茂電
